,five_prime_transcript,peak,five_prime_start,peak_start (used to compare),peak_end,nearest_three_prime_end,three_prime_transcript
736,R07E4.1b.1,ham-1,5963387.0,5953105,5953497,5949671.0,R07E4.5.1
737,C15H9.5.1,ham-1,6093300.0,6091682,6093217,6089390.0,C15H9.6a.1
738,F22F4.3.1,ham-1,5984989.0,5982718,5983164,5971694.0,R07E4.6b.1
739,C15H9.5.1,ham-1,6093300.0,6091528,6093339,6089390.0,C15H9.6a.1
740,F22F4.3.1,ham-1,5984989.0,5972217,5972290,5971694.0,R07E4.6b.1
741,W05H9.4.1,ham-1,6263648.0,6263177,6263511,6242709.0,C14F11.1.1
742,C15H9.5.1,ham-1,6093300.0,6091528,6093337,6089390.0,C15H9.6a.1
743,W05H9.1a.1,ham-1,6272089.0,6271835,6271954,6271094.0,W05H9.2.1
744,C14F11.1.1,ham-1,6240983.0,6240247,6240870,6238230.0,C14F11.6.1
745,W05H9.1b.1,ham-1,6272089.0,6271835,6271954,6271094.0,W05H9.2.1
746,W05H9.4.1,ham-1,6263648.0,6263121,6263582,6242709.0,C14F11.1.1
747,T07H6.2.1,ham-1,6293112.0,6292137,6292423,6286539.0,T07H6.5a.1
748,C14F11.1.1,ham-1,6240983.0,6240247,6240858,6238230.0,C14F11.6.1
749,W05H9.1a.1,ham-1,6272089.0,6271829,6271954,6271094.0,W05H9.2.1
750,W05H9.1b.1,ham-1,6272089.0,6271829,6271954,6271094.0,W05H9.2.1
751,T07H6.2.1,ham-1,6293112.0,6292129,6292428,6286539.0,T07H6.5a.1
752,W05H9.4.1,ham-1,6263648.0,6263110,6263582,6242709.0,C14F11.1.1
753,W05H9.4.1,ham-1,6263648.0,6253487,6256130,6242709.0,C14F11.1.1
754,W05H9.4.1,ham-1,6263648.0,6251511,6256076,6242709.0,C14F11.1.1
755,W05H9.4.1,ham-1,6263648.0,6251495,6253277,6242709.0,C14F11.1.1
756,W05H9.4.1,ham-1,6263648.0,6251457,6256097,6242709.0,C14F11.1.1
757,W05H9.4.1,ham-1,6263648.0,6250096,6251054,6242709.0,C14F11.1.1
758,W05H9.4.1,ham-1,6263648.0,6249839,6251067,6242709.0,C14F11.1.1
759,W05H9.4.1,ham-1,6263648.0,6249838,6251103,6242709.0,C14F11.1.1
760,T22E5.1a.1,ham-1,6412875.0,6410312,6410756,6408698.0,T22E5.5.1
761,T14E8.1a.1,ham-1,6553288.0,6552911,6553056,6533548.0,F22A3.6a.1
762,T14E8.1b.1,ham-1,6553288.0,6552911,6553056,6533548.0,F22A3.6a.1
763,T14E8.1a.1,ham-1,6553288.0,6552871,6553069,6533548.0,F22A3.6a.1
764,C56E10.1.1,ham-1,6655528.0,6653157,6653510,6651767.0,C56E10.3a.1
765,C56E10.3a.1,ham-1,6645654.0,6642671,6643236,6636808.0,C25B8.6.1
766,T14E8.1a.1,ham-1,6553288.0,6551064,6551438,6533548.0,F22A3.6a.1
767,F38B6.5b.2,ham-1,6672966.0,6669125,6669126,6661909.0,C56E10.4b.1
768,C56E10.3a.1,ham-1,6645654.0,6642668,6643184,6636808.0,C25B8.6.1
769,T14E8.1b.1,ham-1,6553288.0,6552871,6553069,6533548.0,F22A3.6a.1
770,F38B6.5a.1,ham-1,6672819.0,6669125,6669126,6661909.0,C56E10.4b.1
771,T14E8.1c.1,ham-1,6553287.0,6552911,6553056,6533548.0,F22A3.6a.1
772,F38B6.5b.1,ham-1,6672966.0,6669125,6669126,6661909.0,C56E10.4b.1
773,T14E8.1b.1,ham-1,6553288.0,6551064,6551438,6533548.0,F22A3.6a.1
774,T14E8.1c.1,ham-1,6553287.0,6552871,6553069,6533548.0,F22A3.6a.1
775,C56E10.1.1,ham-1,6655528.0,6653149,6653542,6651767.0,C56E10.3a.1
776,C56E10.3a.1,ham-1,6645654.0,6642642,6643238,6636808.0,C25B8.6.1
777,T14E8.1a.1,ham-1,6553288.0,6551019,6552025,6533548.0,F22A3.6a.1
778,F38B6.5b.2,ham-1,6673105.0,6669125,6669126,6661909.0,C56E10.4b.1
779,F38B6.5b.1,ham-1,6673105.0,6669125,6669126,6661909.0,C56E10.4b.1
780,T14E8.1c.1,ham-1,6553287.0,6551064,6551438,6533548.0,F22A3.6a.1
781,F38B6.5b.3,ham-1,6673423.0,6669125,6669126,6661909.0,C56E10.4b.1
782,T14E8.1a.1,ham-1,6553288.0,6549783,6549872,6533548.0,F22A3.6a.1
783,F38B6.5b.1,ham-1,6673261.0,6669125,6669126,6661909.0,C56E10.4b.1
784,T14E8.1b.1,ham-1,6553288.0,6551019,6552025,6533548.0,F22A3.6a.1
785,C56E10.3a.1,ham-1,6645654.0,6639595,6639671,6636808.0,C25B8.6.1
786,T14E8.1c.1,ham-1,6553287.0,6551019,6552025,6533548.0,F22A3.6a.1
787,F38B6.5b.2,ham-1,6673443.0,6669125,6669126,6661909.0,C56E10.4b.1
788,F38B6.5b.1,ham-1,6673443.0,6669125,6669126,6661909.0,C56E10.4b.1
789,T14E8.1c.1,ham-1,6553287.0,6549783,6549872,6533548.0,F22A3.6a.1
790,F38B6.3.1,ham-1,6693732.0,6687647,6687715,6684558.0,F38B6.6.1
791,C56E10.3a.1,ham-1,6645654.0,6639545,6639694,6636808.0,C25B8.6.1
792,F38B6.3.1,ham-1,6693631.0,6687647,6687715,6684558.0,F38B6.6.1
793,F38B6.5b.2,ham-1,6673608.0,6669125,6669126,6661909.0,C56E10.4b.1
794,T14E8.1b.1,ham-1,6553288.0,6549783,6549872,6533548.0,F22A3.6a.1
795,F38B6.5b.3,ham-1,6673608.0,6669125,6669126,6661909.0,C56E10.4b.1
796,R03E9.1.1,ham-1,6742351.0,6740569,6744403,6730195.0,R03E9.2.1
797,M03A8.3.2,ham-1,6800053.0,6796029,6796504,6792709.0,H22K11.1.1
798,M03A8.3.1,ham-1,6800688.0,6796029,6796504,6792709.0,H22K11.1.1
799,R03E9.1.1,ham-1,6742351.0,6740257,6745866,6730195.0,R03E9.2.1
800,M03A8.2.1,ham-1,6809095.0,6808290,6808994,6803701.0,M03A8.3.1
801,M03A8.3.2,ham-1,6800688.0,6796029,6796504,6792709.0,H22K11.1.1
802,M03A8.2.2,ham-1,6809096.0,6808290,6808994,6803701.0,M03A8.3.1
803,M03A8.3.2,ham-1,6800053.0,6795916,6796565,6792709.0,H22K11.1.1
804,M03A8.3.1,ham-1,6800688.0,6795916,6796565,6792709.0,H22K11.1.1
805,M03A8.2.2,ham-1,6806763.0,6806562,6809055,6803701.0,M03A8.3.1
806,M03A8.3.2,ham-1,6800688.0,6795916,6796565,6792709.0,H22K11.1.1
807,R03E9.1.1,ham-1,6742351.0,6740236,6745868,6730195.0,R03E9.2.1
808,M03A8.2.2,ham-1,6809096.0,6806562,6809055,6803701.0,M03A8.3.1
809,C53B7.4.1,ham-1,6841258.0,6840803,6841187,6836419.0,F41B4.4b.1
810,M03A8.2.1,ham-1,6809095.0,6806562,6809055,6803701.0,M03A8.3.1
811,R03E9.1.1,ham-1,6742351.0,6737256,6739899,6730195.0,R03E9.2.1
812,M03A8.3.2,ham-1,6800053.0,6795911,6796564,6792709.0,H22K11.1.1
813,M03A8.3.1,ham-1,6800688.0,6795911,6796564,6792709.0,H22K11.1.1
814,M03A8.3.2,ham-1,6800688.0,6795911,6796564,6792709.0,H22K11.1.1
815,M03A8.2.2,ham-1,6806763.0,6806559,6809047,6803701.0,M03A8.3.1
816,C53B7.4.1,ham-1,6841258.0,6840790,6841201,6836419.0,F41B4.4b.1
817,R03E9.1.1,ham-1,6742351.0,6736266,6739991,6730195.0,R03E9.2.1
818,M03A8.2.2,ham-1,6809096.0,6806559,6809047,6803701.0,M03A8.3.1
819,M03A8.2.1,ham-1,6809095.0,6806559,6809047,6803701.0,M03A8.3.1
820,C53B7.4.1,ham-1,6841258.0,6840783,6841201,6836419.0,F41B4.4b.1
821,R03E9.1.1,ham-1,6742351.0,6736236,6740004,6730195.0,R03E9.2.1
822,C16E9.2b.1,ham-1,6935730.0,6934435,6934768,6929474.0,F14B8.6.1
823,M03A8.2.1,ham-1,6809095.0,6804401,6805228,6803701.0,M03A8.3.1
824,C16E9.2b.2,ham-1,6935730.0,6934435,6934768,6929474.0,F14B8.6.1
825,M03A8.2.2,ham-1,6806763.0,6804401,6805228,6803701.0,M03A8.3.1
826,M03A8.2.1,ham-1,6809095.0,6804381,6805667,6803701.0,M03A8.3.1
827,C16E9.2b.3,ham-1,6935731.0,6934435,6934768,6929474.0,F14B8.6.1
828,M03A8.2.2,ham-1,6809096.0,6804401,6805228,6803701.0,M03A8.3.1
829,C16E9.2b.1,ham-1,6936011.0,6934435,6934768,6929474.0,F14B8.6.1
830,M03A8.2.2,ham-1,6806763.0,6804381,6805667,6803701.0,M03A8.3.1
831,C16E9.2b.3,ham-1,6936011.0,6934435,6934768,6929474.0,F14B8.6.1
832,C16E9.2b.1,ham-1,6935730.0,6934401,6934761,6929474.0,F14B8.6.1
833,C16E9.2b.2,ham-1,6935730.0,6934401,6934761,6929474.0,F14B8.6.1
834,C16E9.2a.1,ham-1,6935732.0,6934435,6934768,6929474.0,F14B8.6.1
835,C16E9.2b.2,ham-1,6936011.0,6934435,6934768,6929474.0,F14B8.6.1
836,M03A8.2.1,ham-1,6809095.0,6804285,6805223,6803701.0,M03A8.3.1
837,C16E9.2b.1,ham-1,6936011.0,6934401,6934761,6929474.0,F14B8.6.1
838,M03A8.2.2,ham-1,6809096.0,6804381,6805667,6803701.0,M03A8.3.1
839,C16E9.2b.3,ham-1,6935731.0,6934401,6934761,6929474.0,F14B8.6.1
840,C16E9.2b.2,ham-1,6935730.0,6934400,6934781,6929474.0,F14B8.6.1
841,C16E9.2b.2,ham-1,6936011.0,6934401,6934761,6929474.0,F14B8.6.1
842,C16E9.2b.3,ham-1,6936011.0,6934401,6934761,6929474.0,F14B8.6.1
843,M03A8.2.2,ham-1,6806763.0,6804285,6805223,6803701.0,M03A8.3.1
844,C16E9.2b.1,ham-1,6936011.0,6934400,6934781,6929474.0,F14B8.6.1
845,C16E9.2b.1,ham-1,6935730.0,6934400,6934781,6929474.0,F14B8.6.1
846,C16E9.2a.1,ham-1,6935732.0,6934401,6934761,6929474.0,F14B8.6.1
847,C16E9.2b.2,ham-1,6936011.0,6934400,6934781,6929474.0,F14B8.6.1
848,C16E9.2b.3,ham-1,6935731.0,6934400,6934781,6929474.0,F14B8.6.1
849,C16E9.2b.3,ham-1,6936011.0,6934400,6934781,6929474.0,F14B8.6.1
850,C16E9.2b.1,ham-1,6936150.0,6934435,6934768,6929474.0,F14B8.6.1
851,C16E9.2b.2,ham-1,6936150.0,6934435,6934768,6929474.0,F14B8.6.1
852,C16E9.2a.1,ham-1,6935732.0,6934400,6934781,6929474.0,F14B8.6.1
853,M03A8.2.2,ham-1,6809096.0,6804285,6805223,6803701.0,M03A8.3.1
854,C16E9.2b.3,ham-1,6936150.0,6934435,6934768,6929474.0,F14B8.6.1
855,C16E9.2b.2,ham-1,6936150.0,6934401,6934761,6929474.0,F14B8.6.1
856,C16E9.2b.3,ham-1,6936545.0,6934435,6934768,6929474.0,F14B8.6.1
857,C16E9.2b.1,ham-1,6936150.0,6934401,6934761,6929474.0,F14B8.6.1
858,C16E9.2b.2,ham-1,6936545.0,6934435,6934768,6929474.0,F14B8.6.1
859,C16E9.2b.3,ham-1,6936150.0,6934401,6934761,6929474.0,F14B8.6.1
860,C16E9.2b.2,ham-1,6936150.0,6934400,6934781,6929474.0,F14B8.6.1
861,C16E9.2b.3,ham-1,6936545.0,6934401,6934761,6929474.0,F14B8.6.1
862,C16E9.2b.2,ham-1,6936662.0,6934435,6934768,6929474.0,F14B8.6.1
863,C16E9.2b.1,ham-1,6936662.0,6934435,6934768,6929474.0,F14B8.6.1
864,C16E9.2b.1,ham-1,6936150.0,6934400,6934781,6929474.0,F14B8.6.1
865,C16E9.2b.3,ham-1,6936662.0,6934435,6934768,6929474.0,F14B8.6.1
866,C16E9.2b.3,ham-1,6936150.0,6934400,6934781,6929474.0,F14B8.6.1
867,C16E9.2b.2,ham-1,6936545.0,6934401,6934761,6929474.0,F14B8.6.1
868,C16E9.2b.3,ham-1,6936545.0,6934400,6934781,6929474.0,F14B8.6.1
869,C16E9.2b.2,ham-1,6936662.0,6934401,6934761,6929474.0,F14B8.6.1
870,C16E9.2b.2,ham-1,6936815.0,6934435,6934768,6929474.0,F14B8.6.1
871,C16E9.2b.1,ham-1,6937043.0,6934435,6934768,6929474.0,F14B8.6.1
872,C16E9.2b.3,ham-1,6936662.0,6934401,6934761,6929474.0,F14B8.6.1
873,C16E9.2b.1,ham-1,6936815.0,6934435,6934768,6929474.0,F14B8.6.1
874,C16E9.2b.2,ham-1,6936545.0,6934400,6934781,6929474.0,F14B8.6.1
875,C16E9.2b.1,ham-1,6937043.0,6934401,6934761,6929474.0,F14B8.6.1
876,C16E9.2b.2,ham-1,6936662.0,6934400,6934781,6929474.0,F14B8.6.1
877,C16E9.2b.3,ham-1,6936662.0,6934400,6934781,6929474.0,F14B8.6.1
878,C16E9.2b.1,ham-1,6936662.0,6934401,6934761,6929474.0,F14B8.6.1
879,C16E9.2b.3,ham-1,6937043.0,6934435,6934768,6929474.0,F14B8.6.1
880,C16E9.2b.1,ham-1,6937043.0,6934400,6934781,6929474.0,F14B8.6.1
881,C16E9.2b.1,ham-1,6938044.0,6934435,6934768,6929474.0,F14B8.6.1
882,C16E9.2b.1,ham-1,6936815.0,6934401,6934761,6929474.0,F14B8.6.1
883,C16E9.2b.3,ham-1,6937043.0,6934401,6934761,6929474.0,F14B8.6.1
884,C16E9.2b.3,ham-1,6938044.0,6934435,6934768,6929474.0,F14B8.6.1
885,C16E9.2b.2,ham-1,6936815.0,6934401,6934761,6929474.0,F14B8.6.1
886,C16E9.2b.1,ham-1,6938044.0,6934401,6934761,6929474.0,F14B8.6.1
887,C16E9.2b.1,ham-1,6936815.0,6934400,6934781,6929474.0,F14B8.6.1
888,C16E9.2b.1,ham-1,6936662.0,6934400,6934781,6929474.0,F14B8.6.1
889,C16E9.2b.3,ham-1,6937043.0,6934400,6934781,6929474.0,F14B8.6.1
890,C16E9.2b.3,ham-1,6938044.0,6934401,6934761,6929474.0,F14B8.6.1
891,C16E9.2b.1,ham-1,6938044.0,6934400,6934781,6929474.0,F14B8.6.1
892,C16E9.2b.2,ham-1,6938466.0,6934435,6934768,6929474.0,F14B8.6.1
893,C16E9.2b.2,ham-1,6936815.0,6934400,6934781,6929474.0,F14B8.6.1
894,C16E9.2b.2,ham-1,6938044.0,6934435,6934768,6929474.0,F14B8.6.1
895,C16E9.2b.4,ham-1,6938417.0,6934435,6934768,6929474.0,F14B8.6.1
896,C16E9.2b.2,ham-1,6938466.0,6934401,6934761,6929474.0,F14B8.6.1
897,C16E9.2b.3,ham-1,6938044.0,6934400,6934781,6929474.0,F14B8.6.1
898,C16E9.1.1,ham-1,6940457.0,6940053,6940252,6938922.0,C16E9.2b.2
899,C16E9.2b.3,ham-1,6938466.0,6934435,6934768,6929474.0,F14B8.6.1
900,C16E9.2b.4,ham-1,6938417.0,6934401,6934761,6929474.0,F14B8.6.1
901,C16E9.2b.2,ham-1,6938466.0,6934400,6934781,6929474.0,F14B8.6.1
902,C16E9.1.1,ham-1,6940217.0,6940053,6940252,6938922.0,C16E9.2b.2
903,C16E9.2b.2,ham-1,6938044.0,6934401,6934761,6929474.0,F14B8.6.1
904,C16E9.2b.3,ham-1,6938466.0,6934401,6934761,6929474.0,F14B8.6.1
905,C16E9.1.1,ham-1,6940457.0,6939975,6940154,6938922.0,C16E9.2b.2
906,C16E9.2b.4,ham-1,6938417.0,6934400,6934781,6929474.0,F14B8.6.1
907,C16E9.2b.2,ham-1,6938044.0,6934400,6934781,6929474.0,F14B8.6.1
908,R173.1.1,ham-1,7020033.0,7004536,7004624,6997086.0,F01E11.5a.1
909,C16E9.2b.1,ham-1,6938466.0,6934435,6934768,6929474.0,F14B8.6.1
910,C16E9.2b.3,ham-1,6938466.0,6934400,6934781,6929474.0,F14B8.6.1
911,C16E9.1.1,ham-1,6940217.0,6939975,6940154,6938922.0,C16E9.2b.2
912,C55B6.2.1,ham-1,7194564.0,7193772,7194468,7191666.0,C55B6.7.1
913,C16E9.2b.1,ham-1,6938466.0,6934401,6934761,6929474.0,F14B8.6.1
914,C16E9.2b.1,ham-1,6938466.0,6934400,6934781,6929474.0,F14B8.6.1
915,C54D1.3c.1,ham-1,7132152.0,7129440,7129790,7116420.0,C36B7.7.1
916,C54D1.3c.1,ham-1,7132152.0,7129429,7129822,7116420.0,C36B7.7.1
917,F46H5.2c.3,ham-1,7265648.0,7264707,7265462,7258206.0,F46H5.8.1
918,F46H5.2c.2,ham-1,7265648.0,7264707,7265462,7258206.0,F46H5.8.1
919,F46H5.2c.1,ham-1,7265652.0,7264707,7265462,7258206.0,F46H5.8.1
920,F46H5.2a.1,ham-1,7265654.0,7264707,7265462,7258206.0,F46H5.8.1
921,F46H5.2c.3,ham-1,7265648.0,7264683,7265470,7258206.0,F46H5.8.1
922,F46H5.2a.2,ham-1,7265654.0,7264707,7265462,7258206.0,F46H5.8.1
923,F46H5.2a.1,ham-1,7265654.0,7264683,7265470,7258206.0,F46H5.8.1
924,F46H5.2c.1,ham-1,7265652.0,7264683,7265470,7258206.0,F46H5.8.1
925,T08A9.3.1,ham-1,7327601.0,7326824,7327365,7321998.0,T08A9.13.1
926,F46H5.2c.3,ham-1,7265648.0,7264624,7265452,7258206.0,F46H5.8.1
927,F46H5.2c.2,ham-1,7265648.0,7264683,7265470,7258206.0,F46H5.8.1
928,F46H5.2a.2,ham-1,7265654.0,7264683,7265470,7258206.0,F46H5.8.1
929,T08A9.1.1,ham-1,7334714.0,7333978,7334809,7331903.0,T08A9.2.2
930,F46H5.2a.1,ham-1,7265654.0,7264624,7265452,7258206.0,F46H5.8.1
931,F46H5.2c.2,ham-1,7265648.0,7264624,7265452,7258206.0,F46H5.8.1
932,K03A1.2b.1,ham-1,7292132.0,7284545,7285181,7273166.0,T10A3.1b.1
933,T08A9.3.1,ham-1,7327601.0,7323438,7324263,7321998.0,T08A9.13.1
934,F46H5.2c.1,ham-1,7265652.0,7264624,7265452,7258206.0,F46H5.8.1
935,C07D8.6.1,ham-1,7341509.0,7340373,7340776,7340268.0,T08A9.1.1
936,F46H5.2a.2,ham-1,7265654.0,7264624,7265452,7258206.0,F46H5.8.1
937,T08A9.1.1,ham-1,7334714.0,7333925,7334782,7331903.0,T08A9.2.2
938,K03A1.2b.1,ham-1,7292132.0,7284513,7285196,7273166.0,T10A3.1b.1
939,T08A9.3.1,ham-1,7327601.0,7323437,7324263,7321998.0,T08A9.13.1
940,C07D8.6.1,ham-1,7341509.0,7340372,7341308,7340268.0,T08A9.1.1
941,T08A9.1.1,ham-1,7334714.0,7333906,7334845,7331903.0,T08A9.2.2
942,K08A8.1a.1,ham-1,7479248.0,7474975,7475365,7466320.0,K08A8.3a.1
943,F46C8.3.1,ham-1,7525571.0,7523676,7524270,7509446.0,F48E3.8f.1
944,K08A8.1a.1,ham-1,7479248.0,7474972,7475548,7466320.0,K08A8.3a.1
945,F27D9.1a.1,ham-1,7682896.0,7682070,7682949,7676551.0,F27D9.8.1
946,K08A8.1a.1,ham-1,7479248.0,7474948,7475404,7466320.0,K08A8.3a.1
947,F27D9.1a.1,ham-1,7682896.0,7682003,7682928,7676551.0,F27D9.8.1
948,F08C6.2b.1,ham-1,7578768.0,7577397,7577910,7570639.0,F08C6.7.1
949,R03G5.1.2,ham-1,7823654.0,7822818,7823536,7821036.0,R03G5.2.1
950,R03G5.1.3,ham-1,7823654.0,7822818,7823536,7821036.0,R03G5.2.1
951,R03G5.2.1,ham-1,7816734.0,7814701,7814971,7806104.0,R03G5.6.1
952,F27D9.1a.1,ham-1,7682896.0,7681993,7682949,7676551.0,F27D9.8.1
953,R03G5.1.1,ham-1,7823654.0,7822818,7823536,7821036.0,R03G5.2.1
954,R03G5.1.2,ham-1,7823654.0,7822807,7823587,7821036.0,R03G5.2.1
955,R03G5.2.1,ham-1,7816734.0,7814647,7814986,7806104.0,R03G5.6.1
956,R03G5.1.3,ham-1,7823654.0,7822807,7823587,7821036.0,R03G5.2.1
957,F08C6.2b.1,ham-1,7578768.0,7577378,7577915,7570639.0,F08C6.7.1
958,R03G5.1.1,ham-1,7823654.0,7822807,7823587,7821036.0,R03G5.2.1
959,R03G5.2.1,ham-1,7816734.0,7814645,7814975,7806104.0,R03G5.6.1
960,R03G5.1.3,ham-1,7823654.0,7822800,7823587,7821036.0,R03G5.2.1
961,R03G5.1.2,ham-1,7823654.0,7822800,7823587,7821036.0,R03G5.2.1
962,F08C6.2b.1,ham-1,7578768.0,7573580,7573999,7570639.0,F08C6.7.1
963,R03G5.2.1,ham-1,7816734.0,7809154,7809959,7806104.0,R03G5.6.1
964,R03G5.1.1,ham-1,7823654.0,7822800,7823587,7821036.0,R03G5.2.1
965,R03G5.2.1,ham-1,7816734.0,7808971,7810045,7806104.0,R03G5.6.1
966,F08C6.2b.1,ham-1,7578768.0,7573579,7573999,7570639.0,F08C6.7.1
967,R03G5.2.1,ham-1,7816734.0,7808970,7810042,7806104.0,R03G5.6.1
968,C14F5.1b.1,ham-1,7954354.0,7951350,7953425,7940354.0,C14F5.3c.2
969,C14F5.1b.1,ham-1,7954354.0,7951301,7953522,7940354.0,C14F5.3c.2
970,C14F5.1b.1,ham-1,7954354.0,7951277,7954659,7940354.0,C14F5.3c.2
971,C14F5.1b.1,ham-1,7954354.0,7950195,7950225,7940354.0,C14F5.3c.2
972,C34D10.2a.2,ham-1,8017930.0,8017420,8019047,8009400.0,F45E1.1.1
973,F45E1.4.1,ham-1,7985979.0,7982037,7982818,7981545.0,F45E1.6.1
974,C34D10.2a.3,ham-1,8019152.0,8017420,8019047,8009400.0,F45E1.1.1
975,C34D10.2a.1,ham-1,8014983.0,8014412,8015152,8009400.0,F45E1.1.1
976,C34D10.2a.2,ham-1,8017930.0,8015007,8015060,8009400.0,F45E1.1.1
977,C34D10.2a.2,ham-1,8019154.0,8017420,8019047,8009400.0,F45E1.1.1
978,C34D10.2a.1,ham-1,8014983.0,8011141,8011448,8009400.0,F45E1.1.1
979,C14F5.1a.1,ham-1,7954356.0,7951350,7953425,7940354.0,C14F5.3c.2
980,C34D10.2a.3,ham-1,8019152.0,8015007,8015060,8009400.0,F45E1.1.1
981,C18A11.5b.1,ham-1,8041313.0,8036077,8036933,8031614.0,C34D10.1.1
982,C34D10.2a.2,ham-1,8017930.0,8014412,8015152,8009400.0,F45E1.1.1
983,C34D10.1.1,ham-1,8029479.0,8028900,8029473,8026868.0,C34D10.2a.1
984,C34D10.2a.1,ham-1,8019154.0,8017420,8019047,8009400.0,F45E1.1.1
985,C34D10.2a.2,ham-1,8019154.0,8015007,8015060,8009400.0,F45E1.1.1
986,C14F5.1a.1,ham-1,7954356.0,7951301,7953522,7940354.0,C14F5.3c.2
987,C18A11.3.1,ham-1,8061123.0,8059802,8060132,8051017.0,C18A11.7b.1
988,C34D10.2a.3,ham-1,8019152.0,8014412,8015152,8009400.0,F45E1.1.1
989,C34D10.2a.1,ham-1,8014983.0,8011141,8011405,8009400.0,F45E1.1.1
990,C18A11.3.1,ham-1,8061123.0,8059802,8060166,8051017.0,C18A11.7b.1
991,C34D10.2a.2,ham-1,8017930.0,8011141,8011448,8009400.0,F45E1.1.1
992,C34D10.2a.2,ham-1,8019154.0,8014412,8015152,8009400.0,F45E1.1.1
993,C34D10.2a.1,ham-1,8019154.0,8015007,8015060,8009400.0,F45E1.1.1
994,C34D10.1.1,ham-1,8029479.0,8028814,8029548,8026868.0,C34D10.2a.1
995,C14F5.1a.1,ham-1,7954356.0,7951277,7954659,7940354.0,C14F5.3c.2
996,C18A11.3.1,ham-1,8061123.0,8057795,8058105,8051017.0,C18A11.7b.1
997,C34D10.2a.2,ham-1,8017930.0,8011141,8011405,8009400.0,F45E1.1.1
998,C18A11.5b.1,ham-1,8041313.0,8036050,8036933,8031614.0,C34D10.1.1
999,C34D10.2a.1,ham-1,8019154.0,8014412,8015152,8009400.0,F45E1.1.1
1000,C18A11.5b.1,ham-1,8041313.0,8036050,8036889,8031614.0,C34D10.1.1
1001,C34D10.2a.2,ham-1,8019154.0,8011141,8011448,8009400.0,F45E1.1.1
1002,C34D10.1.1,ham-1,8029479.0,8028789,8029548,8026868.0,C34D10.2a.1
1003,C18A11.3.1,ham-1,8061123.0,8057791,8058108,8051017.0,C18A11.7b.1
1004,C14F5.1a.1,ham-1,7954356.0,7950195,7950225,7940354.0,C14F5.3c.2
1005,C34D10.2a.3,ham-1,8019152.0,8011141,8011448,8009400.0,F45E1.1.1
1006,C34D10.2a.1,ham-1,8019154.0,8011141,8011448,8009400.0,F45E1.1.1
1007,C34D10.2a.2,ham-1,8019154.0,8011141,8011405,8009400.0,F45E1.1.1
1008,C34D10.2a.3,ham-1,8019152.0,8011141,8011405,8009400.0,F45E1.1.1
1009,C34D10.2a.1,ham-1,8019154.0,8011141,8011405,8009400.0,F45E1.1.1
1010,C02B8.3.1,ham-1,8139446.0,8136444,8136820,8133910.0,C02B8.6.1
1011,C47D2.1.1,ham-1,8215065.0,8210785,8211415,8208819.0,C47D2.2.1
1012,M60.2.1,ham-1,8242301.0,8238463,8239242,8232443.0,M60.4b.1
1013,F22F1.1.1,ham-1,8159169.0,8158957,8159325,8149673.0,F22F1.2.1
1014,C02B8.3.1,ham-1,8139446.0,8136444,8136886,8133910.0,C02B8.6.1
1015,C47D2.1.1,ham-1,8215065.0,8210510,8211435,8208819.0,C47D2.2.1
1016,M60.2.1,ham-1,8242301.0,8235824,8236777,8232443.0,M60.4b.1
1017,F40B5.2a.1,ham-1,8368521.0,8368079,8368472,8348950.0,F55E10.7.1
1018,F40B5.2b.2,ham-1,8368534.0,8368079,8368472,8348950.0,F55E10.7.1
1019,F41D9.1.1,ham-1,8378557.0,8378225,8378659,8374529.0,F40B5.3b.1
1020,F40B5.2b.1,ham-1,8368536.0,8368079,8368472,8348950.0,F55E10.7.1
1021,M60.2.1,ham-1,8242301.0,8235635,8236889,8232443.0,M60.4b.1
1022,F22F1.1.1,ham-1,8159169.0,8156497,8156747,8149673.0,F22F1.2.1
1023,F41D9.1.1,ham-1,8378557.0,8378192,8378663,8374529.0,F40B5.3b.1
1024,F16F9.1.2,ham-1,8446408.0,8443600,8443629,8437350.0,F08F1.1b.1
1025,C02B8.3.1,ham-1,8139446.0,8136434,8136896,8133910.0,C02B8.6.1
1026,F40B5.2a.1,ham-1,8368521.0,8368056,8368616,8348950.0,F55E10.7.1
1027,F40B5.2b.1,ham-1,8368536.0,8368056,8368616,8348950.0,F55E10.7.1
1028,F40B5.2b.2,ham-1,8368534.0,8368056,8368616,8348950.0,F55E10.7.1
1029,F16F9.1.1,ham-1,8447269.0,8443600,8443629,8437350.0,F08F1.1b.1
1030,K07E3.1.1,ham-1,8110439.0,8109428,8110345,8109245.0,K07E3.9.1
1031,F40B5.2a.1,ham-1,8368521.0,8368053,8368582,8348950.0,F55E10.7.1
1032,F40B5.2b.2,ham-1,8368534.0,8368053,8368582,8348950.0,F55E10.7.1
1033,T01B10.5.1,ham-1,8495305.0,8477308,8477976,8474256.0,T01B10.4a.1
1034,F40B5.2b.1,ham-1,8368536.0,8368053,8368582,8348950.0,F55E10.7.1
1035,F16F9.1.2,ham-1,8447269.0,8443600,8443629,8437350.0,F08F1.1b.1
1036,F22F1.1.1,ham-1,8159169.0,8155606,8156245,8149673.0,F22F1.2.1
1037,T01B10.5.1,ham-1,8495305.0,8477305,8477879,8474256.0,T01B10.4a.1
1038,F18E9.5a.3,ham-1,8571047.0,8569169,8569456,8563235.0,D2021.1a.1
