,five_prime_transcript,peak,five_prime_end,peak_start,peak_end (used to compare),nearest_three_prime_start,three_prime_transcript
843,Y119C1B.10a.1,ham-1,4556826.0,4557081,4557437,4563644.0,D1007.15b.1
844,D1007.6.1,ham-1,4584505.0,4584609,4585084,4586139.0,D1007.12.1
845,Y119C1B.8d.1,ham-1,4534800.0,4535776,4536483,4537447.0,Y119C1B.9.1
846,Y119C1B.10b.1,ham-1,4556821.0,4584609,4585084,4563644.0,D1007.15b.1
847,D1007.6.1,ham-1,4584505.0,4584609,4585079,4586139.0,D1007.12.1
848,Y119C1B.8c.1,ham-1,4534805.0,4557062,4557440,4537447.0,Y119C1B.9.1
849,Y119C1A.1.1,ham-1,4644069.0,4644236,4644699,4645626.0,B0041.3.1
850,Y119C1B.10a.1,ham-1,4556826.0,4584609,4585084,4563644.0,D1007.15b.1
851,D1007.6.1,ham-1,4584505.0,4584624,4585055,4586139.0,D1007.12.1
852,Y119C1B.8d.1,ham-1,4534800.0,4557062,4557440,4537447.0,Y119C1B.9.1
853,Y119C1A.1.1,ham-1,4644069.0,4644236,4644699,4645626.0,B0041.3.1
854,D1007.6.1,ham-1,4584505.0,4633505,4633921,4586139.0,D1007.12.1
855,B0041.7.1,ham-1,4671738.0,4671674,4673024,4678853.0,T04D1.3c.1
856,T04D1.4.1,ham-1,4698575.0,4698985,4699996,4705714.0,W09C3.4.1
857,Y119C1A.1.1,ham-1,4644069.0,4644263,4644619,4645626.0,B0041.3.1
858,B0041.7.1,ham-1,4671738.0,4671691,4672973,4678853.0,T04D1.3c.1
859,T04D1.4.1,ham-1,4698575.0,4699013,4699954,4705714.0,W09C3.4.1
860,M04F3.5b.1,ham-1,4777717.0,4783390,4783601,4789407.0,F54D7.6.1
861,Y119C1A.1.1,ham-1,4644069.0,4653252,4654645,4645626.0,B0041.3.1
862,B0041.7.1,ham-1,4671738.0,4673537,4674517,4678853.0,T04D1.3c.1
863,M04F3.5a.1,ham-1,4788358.0,4788466,4789224,4789407.0,F54D7.6.1
864,F54D7.4.1,ham-1,4792483.0,4792419,4792795,4804101.0,F54D7.3b.1
865,T04D1.4.1,ham-1,4698575.0,4699158,4699887,4705714.0,W09C3.4.1
866,M04F3.5b.1,ham-1,4777717.0,4784645,4784773,4789407.0,F54D7.6.1
867,M04F3.4a.1,ham-1,4773055.0,4772714,4773315,4773819.0,M04F3.5a.1
868,B0041.7.1,ham-1,4671738.0,4673539,4674454,4678853.0,T04D1.3c.1
869,F54D7.4.1,ham-1,4792483.0,4792437,4792778,4804101.0,F54D7.3b.1
870,T04D1.4.1,ham-1,4698575.0,4700927,4702063,4705714.0,W09C3.4.1
871,M04F3.4b.1,ham-1,4773070.0,4772714,4773315,4773819.0,M04F3.5a.1
872,M04F3.3.1,ham-1,4765313.0,4769490,4770341,4771267.0,M04F3.1.1
873,M04F3.5a.1,ham-1,4788358.0,4789486,4790398,4789407.0,F54D7.6.1
874,F54D7.4.1,ham-1,4792483.0,4804283,4805638,4804101.0,F54D7.3b.1
875,M04F3.4a.1,ham-1,4773055.0,4772769,4773335,4773819.0,M04F3.5a.1
876,B0041.7.1,ham-1,4671738.0,4673637,4674437,4678853.0,T04D1.3c.1
877,T04D1.4.1,ham-1,4698575.0,4700957,4701934,4705714.0,W09C3.4.1
878,M04F3.3.1,ham-1,4765313.0,4769490,4770341,4771267.0,M04F3.1.1
879,M04F3.4b.1,ham-1,4773070.0,4772769,4773335,4773819.0,M04F3.5a.1
880,F25F8.2.1,ham-1,4888002.0,4888019,4888115,4895327.0,F25F8.1.1
881,F21F3.6.1,ham-1,4914047.0,4914077,4916802,4920366.0,F21F3.7.1
882,M04F3.4a.1,ham-1,4773055.0,4772972,4773335,4773819.0,M04F3.5a.1
883,M04F3.3.1,ham-1,4765313.0,4772714,4773315,4771267.0,M04F3.1.1
884,F28B3.8.2,ham-1,4926233.0,4926330,4926797,4927935.0,F28B3.5b.1
885,M04F3.5b.1,ham-1,4777717.0,4784661,4784693,4789407.0,F54D7.6.1
886,F21F3.6.1,ham-1,4914047.0,4914105,4915662,4920366.0,F21F3.7.1
887,M04F3.4b.1,ham-1,4773070.0,4772972,4773335,4773819.0,M04F3.5a.1
888,B0041.7.1,ham-1,4671738.0,4684371,4684729,4678853.0,T04D1.3c.1
889,M04F3.4a.1,ham-1,4773055.0,4783390,4783601,4773819.0,M04F3.5a.1
890,F28B3.8.2,ham-1,4926233.0,4926344,4926787,4927935.0,F28B3.5b.1
891,M04F3.5b.1,ham-1,4777717.0,4787591,4788152,4789407.0,F54D7.6.1
892,F25F8.2.1,ham-1,4888002.0,4900840,4901114,4895327.0,F25F8.1.1
893,T04D1.4.1,ham-1,4698575.0,4701038,4701981,4705714.0,W09C3.4.1
894,M04F3.5b.1,ham-1,4777717.0,4788466,4789224,4789407.0,F54D7.6.1
895,F21F3.5.1,ham-1,4900974.0,4900840,4901114,4903101.0,F21F3.3.1
896,F28B3.8.1,ham-1,4926233.0,4926330,4926797,4927935.0,F28B3.5b.1
897,F28B3.8.2,ham-1,4926486.0,4926330,4926797,4927935.0,F28B3.5b.1
898,F21F3.6.1,ham-1,4914047.0,4914146,4915152,4920366.0,F21F3.7.1
899,F28B3.8.2,ham-1,4926233.0,4926364,4926787,4927935.0,F28B3.5b.1
900,M04F3.4b.1,ham-1,4773070.0,4783390,4783601,4773819.0,M04F3.5a.1
901,F21F3.5.1,ham-1,4900974.0,4900861,4901125,4903101.0,F21F3.3.1
902,F28B3.8.2,ham-1,4926486.0,4926344,4926787,4927935.0,F28B3.5b.1
903,F28B3.8.2,ham-1,4926233.0,4932519,4933986,4927935.0,F28B3.5b.1
904,M04F3.5b.1,ham-1,4777717.0,4789486,4790398,4789407.0,F54D7.6.1
905,F21F3.6.1,ham-1,4914047.0,4916134,4916775,4920366.0,F21F3.7.1
906,F28B3.8.1,ham-1,4926233.0,4926344,4926787,4927935.0,F28B3.5b.1
907,T04D1.4.1,ham-1,4698575.0,4704359,4704565,4705714.0,W09C3.4.1
908,F28B3.8.2,ham-1,4926486.0,4926364,4926787,4927935.0,F28B3.5b.1
909,W03G9.5.1,ham-1,4970279.0,4974294,4975126,4983521.0,W03G9.1.1
910,W03G9.4.1,ham-1,4967089.0,4967230,4967750,4967994.0,W03G9.5.1
911,F21F3.6.1,ham-1,4914047.0,4919560,4919683,4920366.0,F21F3.7.1
912,F21F3.5.1,ham-1,4900974.0,4906147,4906217,4903101.0,F21F3.3.1
913,F28B3.8.2,ham-1,4926486.0,4932519,4933986,4927935.0,F28B3.5b.1
914,F28B3.8.1,ham-1,4926233.0,4926364,4926787,4927935.0,F28B3.5b.1
915,W03G9.5.1,ham-1,4970279.0,4974296,4975218,4983521.0,W03G9.1.1
916,T04D1.4.1,ham-1,4698575.0,4704366,4704557,4705714.0,W09C3.4.1
917,F54C1.5b.1,ham-1,4993506.0,4996527,4996899,5002351.0,F54C1.3b.1
918,F28B3.8.1,ham-1,4926233.0,4932519,4933986,4927935.0,F28B3.5b.1
919,F54C1.5b.4,ham-1,4993506.0,4996527,4996899,5002351.0,F54C1.3b.1
920,W03G9.5.1,ham-1,4970279.0,4980035,4980234,4983521.0,W03G9.1.1
921,F54C1.5b.1,ham-1,4993506.0,5015668,5016004,5002351.0,F54C1.3b.1
922,F54C1.5b.3,ham-1,4993506.0,4996527,4996899,5002351.0,F54C1.3b.1
923,F21F3.6.1,ham-1,4914047.0,4919648,4919662,4920366.0,F21F3.7.1
924,F54C1.5b.4,ham-1,4993506.0,5015668,5016004,5002351.0,F54C1.3b.1
925,F54C1.5b.3,ham-1,4993506.0,5015668,5016004,5002351.0,F54C1.3b.1
926,W03G9.5.1,ham-1,4970279.0,4996527,4996899,4983521.0,W03G9.1.1
927,F54C1.5b.4,ham-1,4994625.0,4996527,4996899,5002351.0,F54C1.3b.1
928,W03G9.4.1,ham-1,4967089.0,4967235,4967758,4967994.0,W03G9.5.1
929,T04D1.4.1,ham-1,4698575.0,4727072,4727292,4705714.0,W09C3.4.1
930,F21F3.6.1,ham-1,4914047.0,4926330,4926797,4920366.0,F21F3.7.1
931,F54C1.5b.3,ham-1,4994638.0,4996527,4996899,5002351.0,F54C1.3b.1
932,F54C1.5a.1,ham-1,4994675.0,4996527,4996899,5002351.0,F54C1.3b.1
933,F54C1.5b.2,ham-1,4994644.0,4996527,4996899,5002351.0,F54C1.3b.1
934,F54C1.5b.3,ham-1,4994638.0,5015668,5016004,5002351.0,F54C1.3b.1
935,F54C1.5a.1,ham-1,4994675.0,5015668,5016004,5002351.0,F54C1.3b.1
936,W03G9.4.1,ham-1,4967089.0,4974294,4975126,4967994.0,W03G9.5.1
937,F54C1.5b.2,ham-1,4994644.0,5015668,5016004,5002351.0,F54C1.3b.1
938,F54C1.5b.4,ham-1,4994625.0,5015668,5016004,5002351.0,F54C1.3b.1
939,C46H11.11b.1,ham-1,5068829.0,5079615,5079905,5079910.0,C30F8.2.3
940,C46H11.11d.1,ham-1,5068831.0,5079615,5079905,5079910.0,C30F8.2.3
941,C46H11.11a.1,ham-1,5068829.0,5079615,5079905,5079910.0,C30F8.2.3
942,C46H11.11f.1,ham-1,5066748.0,5079615,5079905,5079910.0,C30F8.2.3
943,C46H11.11b.1,ham-1,5068829.0,5082253,5082662,5079910.0,C30F8.2.3
944,C46H11.11a.1,ham-1,5068829.0,5082253,5082662,5079910.0,C30F8.2.3
945,C30F8.2.2,ham-1,5082273.0,5082253,5082662,5093637.0,C30F8.4a.1
946,C46H11.11d.1,ham-1,5068831.0,5082253,5082662,5079910.0,C30F8.2.3
947,C30F8.2.1,ham-1,5082279.0,5082253,5082662,5093637.0,C30F8.4a.1
948,C30F8.2.2,ham-1,5082273.0,5082279,5082657,5093637.0,C30F8.4a.1
949,C46H11.11f.1,ham-1,5066748.0,5082253,5082662,5079910.0,C30F8.2.3
950,Y110A7A.16.1,ham-1,5118852.0,5118805,5119105,5123854.0,Y110A7A.9b.3
951,Y110A7A.17b.1,ham-1,5127201.0,5127413,5127919,5129535.0,Y110A7A.8.1
952,C30F8.2.3,ham-1,5082265.0,5082253,5082662,5093637.0,C30F8.4a.1
953,Y110A7A.17a.1,ham-1,5127199.0,5127413,5127919,5129535.0,Y110A7A.8.1
954,C30F8.2.2,ham-1,5082273.0,5118805,5119105,5093637.0,C30F8.4a.1
955,Y110A7A.19.1,ham-1,5164884.0,5164834,5165254,5171205.0,Y110A7A.1a.1
956,C30F8.2.1,ham-1,5082279.0,5082279,5082657,5093637.0,C30F8.4a.1
957,Y110A7A.17b.1,ham-1,5127201.0,5130709,5131560,5129535.0,Y110A7A.8.1
958,F56A3.4.1,ham-1,5175536.0,5176094,5176625,5182459.0,F56A3.3a.2
959,Y110A7A.16.1,ham-1,5118852.0,5118816,5119108,5123854.0,Y110A7A.9b.3
960,F56A3.4.2,ham-1,5175708.0,5176094,5176625,5182459.0,F56A3.3a.2
961,Y110A7A.17a.1,ham-1,5127199.0,5130709,5131560,5129535.0,Y110A7A.8.1
962,C30F8.2.1,ham-1,5082279.0,5118805,5119105,5093637.0,C30F8.4a.1
963,C30F8.2.3,ham-1,5082265.0,5082279,5082657,5093637.0,C30F8.4a.1
964,F56A3.4.1,ham-1,5175536.0,5176226,5176620,5182459.0,F56A3.3a.2
965,Y110A7A.16.1,ham-1,5118852.0,5127413,5127919,5123854.0,Y110A7A.9b.3
966,Y110A7A.19.1,ham-1,5164884.0,5164835,5165198,5171205.0,Y110A7A.1a.1
967,C32E12.4.1,ham-1,5241914.0,5244124,5244467,5245293.0,B0261.4a.1
968,F56A3.4.1,ham-1,5175536.0,5244124,5244467,5182459.0,F56A3.3a.2
969,C30F8.2.3,ham-1,5082265.0,5118805,5119105,5093637.0,C30F8.4a.1
970,F56A3.4.2,ham-1,5175708.0,5176226,5176620,5182459.0,F56A3.3a.2
971,C32E12.4.1,ham-1,5241914.0,5244141,5244430,5245293.0,B0261.4a.1
972,Y110A7A.19.1,ham-1,5164884.0,5164837,5165243,5171205.0,Y110A7A.1a.1
973,C32E12.4.1,ham-1,5241914.0,5244145,5244457,5245293.0,B0261.4a.1
974,F56A3.4.2,ham-1,5175708.0,5244124,5244467,5182459.0,F56A3.3a.2
975,C32E12.4.1,ham-1,5241914.0,5272564,5272880,5245293.0,B0261.4a.1
976,Y110A7A.19.1,ham-1,5164884.0,5176094,5176625,5171205.0,Y110A7A.1a.1
977,C01G8.5a.1,ham-1,5291604.0,5294386,5294863,5298755.0,C01G8.6.1
978,C01G8.3.1,ham-1,5281519.0,5281681,5282006,5282083.0,C01G8.4.2
979,C01G8.9a.2,ham-1,5310828.0,5311031,5312378,5317491.0,F48C1.5.1
980,C01G8.9d.1,ham-1,5311723.0,5311031,5312378,5317491.0,F48C1.5.1
981,C01G8.9a.1,ham-1,5310828.0,5311031,5312378,5317491.0,F48C1.5.1
982,C01G8.9d.1,ham-1,5313610.0,5311031,5313752,5317491.0,F48C1.5.1
983,C01G8.5b.1,ham-1,5290694.0,5294386,5294863,5298755.0,C01G8.6.1
984,C01G8.3.1,ham-1,5281519.0,5281684,5282006,5282083.0,C01G8.4.2
985,C01G8.9a.2,ham-1,5310828.0,5311031,5313752,5317491.0,F48C1.5.1
986,C01G8.5a.1,ham-1,5291604.0,5294396,5294859,5298755.0,C01G8.6.1
987,C01G8.5b.1,ham-1,5290694.0,5294396,5294859,5298755.0,C01G8.6.1
988,C01G8.9a.1,ham-1,5313750.0,5311031,5313752,5317491.0,F48C1.5.1
989,C01G8.9d.1,ham-1,5311723.0,5311031,5313752,5317491.0,F48C1.5.1
990,C01G8.9a.1,ham-1,5310828.0,5311031,5313752,5317491.0,F48C1.5.1
991,C01G8.5b.1,ham-1,5290694.0,5296400,5296724,5298755.0,C01G8.6.1
992,C01G8.9a.1,ham-1,5313610.0,5311031,5313752,5317491.0,F48C1.5.1
993,C01G8.9a.2,ham-1,5310828.0,5311156,5312339,5317491.0,F48C1.5.1
994,C01G8.9d.1,ham-1,5311723.0,5311156,5312339,5317491.0,F48C1.5.1
995,C01G8.9d.1,ham-1,5313610.0,5311156,5312339,5317491.0,F48C1.5.1
996,C01G8.9a.2,ham-1,5313610.0,5311031,5313752,5317491.0,F48C1.5.1
997,C01G8.9a.2,ham-1,5310828.0,5312594,5313741,5317491.0,F48C1.5.1
998,C01G8.9a.1,ham-1,5313750.0,5311156,5312339,5317491.0,F48C1.5.1
999,C01G8.3.1,ham-1,5281519.0,5281702,5281948,5282083.0,C01G8.4.2
1000,C01G8.5b.1,ham-1,5290694.0,5296400,5296729,5298755.0,C01G8.6.1
1001,C01G8.9a.1,ham-1,5313610.0,5311156,5312339,5317491.0,F48C1.5.1
1002,C01G8.5a.1,ham-1,5291604.0,5296400,5296724,5298755.0,C01G8.6.1
1003,C01G8.3.1,ham-1,5281519.0,5294386,5294863,5282083.0,C01G8.4.2
1004,C01G8.9d.1,ham-1,5311723.0,5312594,5313741,5317491.0,F48C1.5.1
1005,C01G8.9a.2,ham-1,5313610.0,5311156,5312339,5317491.0,F48C1.5.1
1006,C01G8.5a.1,ham-1,5291604.0,5296400,5296729,5298755.0,C01G8.6.1
1007,C01G8.9a.1,ham-1,5310828.0,5311156,5312339,5317491.0,F48C1.5.1
1008,C01G8.9a.1,ham-1,5313750.0,5312594,5313741,5317491.0,F48C1.5.1
1009,C01G8.9a.1,ham-1,5313610.0,5312594,5313741,5317491.0,F48C1.5.1
1010,C01G8.5a.1,ham-1,5291604.0,5307999,5308651,5298755.0,C01G8.6.1
1011,C01G8.9d.1,ham-1,5311723.0,5312648,5313596,5317491.0,F48C1.5.1
1012,C01G8.9a.2,ham-1,5310828.0,5312648,5313596,5317491.0,F48C1.5.1
1013,C01G8.9a.1,ham-1,5313750.0,5312648,5313596,5317491.0,F48C1.5.1
1014,C01G8.9a.1,ham-1,5313610.0,5312648,5313596,5317491.0,F48C1.5.1
1015,C01G8.9a.1,ham-1,5310828.0,5312594,5313741,5317491.0,F48C1.5.1
1016,C01G8.5b.1,ham-1,5290694.0,5307999,5308651,5298755.0,C01G8.6.1
1017,C01G8.9d.1,ham-1,5313610.0,5312594,5313741,5317491.0,F48C1.5.1
1018,C01G8.9d.1,ham-1,5313750.0,5311031,5313752,5317491.0,F48C1.5.1
1019,C01G8.9a.1,ham-1,5313610.0,5315617,5317116,5317491.0,F48C1.5.1
1020,C01G8.9a.2,ham-1,5313750.0,5311031,5313752,5317491.0,F48C1.5.1
1021,C01G8.9a.2,ham-1,5313610.0,5312594,5313741,5317491.0,F48C1.5.1
1022,C01G8.9a.1,ham-1,5310828.0,5312648,5313596,5317491.0,F48C1.5.1
1023,C01G8.9d.1,ham-1,5313610.0,5312648,5313596,5317491.0,F48C1.5.1
1024,C01G8.9a.1,ham-1,5313610.0,5315622,5317116,5317491.0,F48C1.5.1
1025,C01G8.9a.2,ham-1,5313610.0,5312648,5313596,5317491.0,F48C1.5.1
1026,C01G8.9a.2,ham-1,5313750.0,5311156,5312339,5317491.0,F48C1.5.1
1027,C01G8.9a.1,ham-1,5313750.0,5315617,5317116,5317491.0,F48C1.5.1
1028,C01G8.9a.1,ham-1,5313610.0,5315646,5317031,5317491.0,F48C1.5.1
1029,C01G8.9d.1,ham-1,5313750.0,5311156,5312339,5317491.0,F48C1.5.1
1030,C01G8.9a.2,ham-1,5313610.0,5315617,5317116,5317491.0,F48C1.5.1
1031,C01G8.9a.2,ham-1,5310828.0,5315617,5317116,5317491.0,F48C1.5.1
1032,C01G8.9a.1,ham-1,5313750.0,5315622,5317116,5317491.0,F48C1.5.1
1033,C01G8.9d.1,ham-1,5313750.0,5312594,5313741,5317491.0,F48C1.5.1
1034,C01G8.9d.1,ham-1,5313610.0,5315617,5317116,5317491.0,F48C1.5.1
1035,C01G8.9a.1,ham-1,5310828.0,5315617,5317116,5317491.0,F48C1.5.1
1036,C01G8.9a.2,ham-1,5313750.0,5312594,5313741,5317491.0,F48C1.5.1
1037,C01G8.9a.1,ham-1,5313750.0,5315646,5317031,5317491.0,F48C1.5.1
1038,C01G8.9c.1,ham-1,5313750.0,5311031,5313752,5317491.0,F48C1.5.1
1039,C01G8.9a.2,ham-1,5313750.0,5312648,5313596,5317491.0,F48C1.5.1
1040,C01G8.9d.1,ham-1,5313750.0,5312648,5313596,5317491.0,F48C1.5.1
1041,C01G8.9a.2,ham-1,5310828.0,5315622,5317116,5317491.0,F48C1.5.1
1042,C01G8.9a.2,ham-1,5313610.0,5315622,5317116,5317491.0,F48C1.5.1
1043,C01G8.9d.1,ham-1,5313610.0,5315622,5317116,5317491.0,F48C1.5.1
1044,C01G8.9a.2,ham-1,5310828.0,5315646,5317031,5317491.0,F48C1.5.1
1045,C01G8.9d.1,ham-1,5311723.0,5315617,5317116,5317491.0,F48C1.5.1
1046,C01G8.9d.1,ham-1,5313750.0,5315617,5317116,5317491.0,F48C1.5.1
1047,C01G8.9a.2,ham-1,5313750.0,5315617,5317116,5317491.0,F48C1.5.1
1048,C01G8.9a.1,ham-1,5310828.0,5315622,5317116,5317491.0,F48C1.5.1
1049,C01G8.9a.2,ham-1,5310828.0,5319187,5319721,5317491.0,F48C1.5.1
1050,C01G8.9a.1,ham-1,5313610.0,5319187,5319721,5317491.0,F48C1.5.1
1051,C01G8.9a.1,ham-1,5313750.0,5319187,5319721,5317491.0,F48C1.5.1
1052,C01G8.9d.1,ham-1,5313610.0,5315646,5317031,5317491.0,F48C1.5.1
1053,C01G8.9a.2,ham-1,5313610.0,5315646,5317031,5317491.0,F48C1.5.1
1054,C01G8.9a.2,ham-1,5313750.0,5315622,5317116,5317491.0,F48C1.5.1
1055,C01G8.9a.1,ham-1,5310828.0,5315646,5317031,5317491.0,F48C1.5.1
1056,C01G8.9c.1,ham-1,5313750.0,5311156,5312339,5317491.0,F48C1.5.1
1057,C01G8.9a.2,ham-1,5313750.0,5315646,5317031,5317491.0,F48C1.5.1
1058,C01G8.9d.1,ham-1,5313610.0,5319187,5319721,5317491.0,F48C1.5.1
1059,C01G8.9d.1,ham-1,5311723.0,5315622,5317116,5317491.0,F48C1.5.1
1060,C01G8.9d.1,ham-1,5313750.0,5315622,5317116,5317491.0,F48C1.5.1
1061,C01G8.9a.2,ham-1,5313750.0,5319187,5319721,5317491.0,F48C1.5.1
1062,C01G8.9c.1,ham-1,5313750.0,5312594,5313741,5317491.0,F48C1.5.1
1063,C01G8.9a.2,ham-1,5313610.0,5319187,5319721,5317491.0,F48C1.5.1
1064,C01G8.9a.1,ham-1,5310828.0,5319187,5319721,5317491.0,F48C1.5.1
1065,C01G8.9d.1,ham-1,5313750.0,5315646,5317031,5317491.0,F48C1.5.1
1066,C01G8.9d.1,ham-1,5311723.0,5315646,5317031,5317491.0,F48C1.5.1
1067,C01G8.9c.1,ham-1,5313750.0,5312648,5313596,5317491.0,F48C1.5.1
1068,C01G8.9c.1,ham-1,5313922.0,5315617,5317116,5317491.0,F48C1.5.1
1069,C01G8.9d.1,ham-1,5313926.0,5315617,5317116,5317491.0,F48C1.5.1
1070,C01G8.9d.1,ham-1,5311723.0,5319187,5319721,5317491.0,F48C1.5.1
1071,C01G8.9a.2,ham-1,5313930.0,5315617,5317116,5317491.0,F48C1.5.1
1072,C01G8.9c.1,ham-1,5313922.0,5315622,5317116,5317491.0,F48C1.5.1
1073,F55A12.7.1,ham-1,5344724.0,5345087,5345637,5349462.0,F55A12.5.1
1074,C01G8.9d.1,ham-1,5313750.0,5319187,5319721,5317491.0,F48C1.5.1
1075,F48C1.6.1,ham-1,5319301.0,5319187,5319721,5321068.0,F48C1.2.1
1076,C01G8.9a.1,ham-1,5313924.0,5315617,5317116,5317491.0,F48C1.5.1
1077,F55A12.7.1,ham-1,5344724.0,5345097,5345637,5349462.0,F55A12.5.1
1078,C01G8.9a.2,ham-1,5313930.0,5315622,5317116,5317491.0,F48C1.5.1
1079,C01G8.9d.1,ham-1,5313926.0,5315622,5317116,5317491.0,F48C1.5.1
1080,F55A12.8.1,ham-1,5353774.0,5353725,5354262,5356933.0,F55A12.4c.1
1081,F48C1.6.1,ham-1,5319301.0,5345087,5345637,5321068.0,F48C1.2.1
1082,C01G8.9c.1,ham-1,5313922.0,5315646,5317031,5317491.0,F48C1.5.1
1083,C01G8.9c.1,ham-1,5313750.0,5315617,5317116,5317491.0,F48C1.5.1
1084,F55A12.8.1,ham-1,5353774.0,5353732,5354159,5356933.0,F55A12.4c.1
1085,F55A12.7.1,ham-1,5344724.0,5353725,5354262,5349462.0,F55A12.5.1
1086,C01G8.9a.1,ham-1,5313924.0,5315622,5317116,5317491.0,F48C1.5.1
1087,F55A12.9d.1,ham-1,5376341.0,5372259,5381936,5402848.0,C24A11.1.1
1088,C01G8.9a.2,ham-1,5313930.0,5315646,5317031,5317491.0,F48C1.5.1
1089,C01G8.9c.1,ham-1,5313750.0,5315622,5317116,5317491.0,F48C1.5.1
1090,C01G8.9c.1,ham-1,5313922.0,5319187,5319721,5317491.0,F48C1.5.1
1091,F55A12.9d.1,ham-1,5376341.0,5372382,5380824,5402848.0,C24A11.1.1
1092,F55A12.9c.1,ham-1,5384508.0,5394749,5395057,5402848.0,C24A11.1.1
1093,F55A12.9a.1,ham-1,5377438.0,5372259,5381936,5402848.0,C24A11.1.1
1094,C01G8.9a.1,ham-1,5313924.0,5315646,5317031,5317491.0,F48C1.5.1
1095,F55A12.8.1,ham-1,5353774.0,5353743,5354138,5356933.0,F55A12.4c.1
1096,C01G8.9a.2,ham-1,5313930.0,5319187,5319721,5317491.0,F48C1.5.1
1097,F55A12.9d.1,ham-1,5376341.0,5383452,5383840,5402848.0,C24A11.1.1
1098,F55A12.9c.1,ham-1,5384508.0,5400156,5400670,5402848.0,C24A11.1.1
1099,F55A12.9b.1,ham-1,5380032.0,5372259,5381936,5402848.0,C24A11.1.1
1100,F55A12.9a.1,ham-1,5377438.0,5372382,5380824,5402848.0,C24A11.1.1
1101,C01G8.9c.1,ham-1,5313750.0,5315646,5317031,5317491.0,F48C1.5.1
1102,C01G8.9d.1,ham-1,5313926.0,5315646,5317031,5317491.0,F48C1.5.1
1103,F55A12.9c.1,ham-1,5384508.0,5400164,5400659,5402848.0,C24A11.1.1
1104,F55A12.8.1,ham-1,5353774.0,5357316,5358349,5356933.0,F55A12.4c.1
1105,C01G8.9a.1,ham-1,5313924.0,5319187,5319721,5317491.0,F48C1.5.1
1106,F55A12.9b.1,ham-1,5380032.0,5372382,5380824,5402848.0,C24A11.1.1
1107,F55A12.9c.1,ham-1,5384508.0,5400189,5400670,5402848.0,C24A11.1.1
1108,F55A12.9a.1,ham-1,5377438.0,5383452,5383840,5402848.0,C24A11.1.1
1109,C01G8.9c.1,ham-1,5313750.0,5319187,5319721,5317491.0,F48C1.5.1
1110,F55A12.9d.1,ham-1,5376341.0,5383482,5383839,5402848.0,C24A11.1.1
1111,F55A12.9c.1,ham-1,5384508.0,5411331,5411556,5402848.0,C24A11.1.1
1112,C01G8.9d.1,ham-1,5313926.0,5319187,5319721,5317491.0,F48C1.5.1
1113,C24A11.8b.1,ham-1,5408344.0,5411331,5411556,5412841.0,C24A11.9.1
1114,C24A11.8c.1,ham-1,5408342.0,5411331,5411556,5412841.0,C24A11.9.1
1115,F55A12.9b.1,ham-1,5380032.0,5383452,5383840,5402848.0,C24A11.1.1
1116,F55A12.9d.1,ham-1,5376341.0,5394749,5395057,5402848.0,C24A11.1.1
1117,C24A11.8a.2,ham-1,5412400.0,5412420,5412750,5412841.0,C24A11.9.1
1118,C24A11.8c.1,ham-1,5408342.0,5412420,5412750,5412841.0,C24A11.9.1
1119,F55A12.9a.1,ham-1,5377438.0,5383482,5383839,5402848.0,C24A11.1.1
1120,C24A11.8b.2,ham-1,5408344.0,5411331,5411556,5412841.0,C24A11.9.1
1121,C24A11.8a.2,ham-1,5412400.0,5416196,5416855,5412841.0,C24A11.9.1
1122,F55A12.9b.1,ham-1,5380032.0,5383482,5383839,5402848.0,C24A11.1.1
1123,C24A11.8a.2,ham-1,5408344.0,5411331,5411556,5412841.0,C24A11.9.1
1124,C24A11.8b.1,ham-1,5412400.0,5412420,5412750,5412841.0,C24A11.9.1
1125,C24A11.8b.2,ham-1,5408344.0,5412420,5412750,5412841.0,C24A11.9.1
1126,F55A12.9d.1,ham-1,5376341.0,5400156,5400670,5402848.0,C24A11.1.1
1127,C24A11.8c.1,ham-1,5408342.0,5416196,5416855,5412841.0,C24A11.9.1
1128,F55A12.9a.1,ham-1,5377438.0,5394749,5395057,5402848.0,C24A11.1.1
1129,C24A11.8a.1,ham-1,5408344.0,5411331,5411556,5412841.0,C24A11.9.1
1130,C24A11.8b.2,ham-1,5408344.0,5416196,5416855,5412841.0,C24A11.9.1
1131,C24A11.8b.1,ham-1,5408344.0,5412420,5412750,5412841.0,C24A11.9.1
1132,F55A12.9d.1,ham-1,5376341.0,5400164,5400659,5402848.0,C24A11.1.1
1133,C24A11.8b.1,ham-1,5412400.0,5416196,5416855,5412841.0,C24A11.9.1
1134,F55A12.9b.1,ham-1,5380032.0,5394749,5395057,5402848.0,C24A11.1.1
1135,C24A11.8a.2,ham-1,5408344.0,5412420,5412750,5412841.0,C24A11.9.1
1136,C30H7.2a.1,ham-1,5420101.0,5420203,5420742,5421310.0,F27C1.6.1
1137,F55A12.9d.1,ham-1,5376341.0,5400189,5400670,5402848.0,C24A11.1.1
1138,C30H7.2a.3,ham-1,5420101.0,5420203,5420742,5421310.0,F27C1.6.1
1139,C24A11.8b.1,ham-1,5408344.0,5416196,5416855,5412841.0,C24A11.9.1
1140,C30H7.2a.1,ham-1,5420101.0,5420228,5420741,5421310.0,F27C1.6.1
1141,C24A11.8a.1,ham-1,5408344.0,5412420,5412750,5412841.0,C24A11.9.1
