,five_prime_transcript,peak,five_prime_end,peak_start,peak_end (used to compare),nearest_three_prime_start,three_prime_transcript
794,C17G10.4e.1,ham-1,5593427.0,5594196,5594636,5596339.0,C17G10.2.1
795,C17G10.4d.1,ham-1,5593426.0,5599529,5599918,5596339.0,C17G10.2.1
796,C17G10.4e.1,ham-1,5593427.0,5594198,5594636,5596339.0,C17G10.2.1
797,C17G10.4a.1,ham-1,5593425.0,5594198,5594636,5596339.0,C17G10.2.1
798,C17G10.4h.1,ham-1,5593427.0,5593446,5593929,5596339.0,C17G10.2.1
799,C17G10.4c.1,ham-1,5593427.0,5594198,5594636,5596339.0,C17G10.2.1
800,C17G10.4g.1,ham-1,5593427.0,5594196,5594636,5596339.0,C17G10.2.1
801,C17G10.4a.1,ham-1,5593425.0,5599529,5599918,5596339.0,C17G10.2.1
802,C17G10.4c.1,ham-1,5593427.0,5599529,5599918,5596339.0,C17G10.2.1
803,C17G10.4e.1,ham-1,5593427.0,5599529,5599918,5596339.0,C17G10.2.1
804,F59E12.17.1,ham-1,5649470.0,5649372,5649792,5651394.0,F59E12.12.1
805,C17G10.4h.1,ham-1,5593427.0,5594196,5594636,5596339.0,C17G10.2.1
806,C17G10.4h.1,ham-1,5593427.0,5594198,5594636,5596339.0,C17G10.2.1
807,C17G10.4h.1,ham-1,5593427.0,5599529,5599918,5596339.0,C17G10.2.1
808,F59E12.17.1,ham-1,5649470.0,5649431,5649803,5651394.0,F59E12.12.1
809,C17G10.4g.1,ham-1,5593427.0,5594198,5594636,5596339.0,C17G10.2.1
810,F59E12.17.1,ham-1,5649470.0,5660621,5662318,5651394.0,F59E12.12.1
811,C17G10.4g.1,ham-1,5593427.0,5599529,5599918,5596339.0,C17G10.2.1
812,F10C1.5.1,ham-1,5774220.0,5779696,5780336,5787307.0,K05F1.6a.2
813,ZK1248.14.1,ham-1,5836203.0,5836257,5836746,5836781.0,ZK1248.15.1
814,F10C1.5.1,ham-1,5774220.0,5779696,5780363,5787307.0,K05F1.6a.2
815,B0034.3a.1,ham-1,5956683.0,5957752,5958177,5962001.0,B0034.7.1
816,F10C1.5.1,ham-1,5774220.0,5781860,5782842,5787307.0,K05F1.6a.2
817,ZK1248.14.1,ham-1,5836203.0,5836265,5836737,5836781.0,ZK1248.15.1
818,B0034.3b.1,ham-1,5948811.0,5948608,5948898,5962001.0,B0034.7.1
819,B0034.3a.1,ham-1,5956683.0,5957752,5958167,5962001.0,B0034.7.1
820,F10C1.5.1,ham-1,5774220.0,5781934,5782827,5787307.0,K05F1.6a.2
821,B0034.3b.1,ham-1,5948811.0,5948699,5948965,5962001.0,B0034.7.1
822,B0034.3a.1,ham-1,5956683.0,5963034,5963142,5962001.0,B0034.7.1
823,R12C12.9b.1,ham-1,6024979.0,6025836,6026061,6029491.0,R12C12.3.1
824,F10C1.5.1,ham-1,5774220.0,5819726,5820589,5787307.0,K05F1.6a.2
825,ZK1248.14.1,ham-1,5836203.0,5836342,5836577,5836781.0,ZK1248.15.1
826,B0034.3b.1,ham-1,5948811.0,5952271,5952494,5962001.0,B0034.7.1
827,R12C12.9a.1,ham-1,6024979.0,6025836,6026061,6029491.0,R12C12.3.1
828,R12C12.9b.1,ham-1,6024979.0,6025883,6026082,6029491.0,R12C12.3.1
829,ZK1248.14.1,ham-1,5836203.0,5844497,5845249,5836781.0,ZK1248.15.1
830,B0034.3b.1,ham-1,5948811.0,5955899,5956249,5962001.0,B0034.7.1
831,R12C12.9a.1,ham-1,6024979.0,6025883,6026082,6029491.0,R12C12.3.1
832,F21H12.6.1,ham-1,6097597.0,6097445,6097802,6099585.0,F21H12.1.1
833,B0034.3b.1,ham-1,5948811.0,5956056,5956248,5962001.0,B0034.7.1
834,C29H12.6.1,ham-1,6118263.0,6122497,6123240,6125089.0,C29H12.2.1
835,R12C12.9a.1,ham-1,6024979.0,6028572,6028985,6029491.0,R12C12.3.1
836,F21H12.6.1,ham-1,6097597.0,6122497,6123240,6099585.0,F21H12.1.1
837,F40H3.5.1,ham-1,6169256.0,6170017,6170018,6172872.0,F40H3.3.1
838,B0034.3b.1,ham-1,5948811.0,5957752,5958177,5962001.0,B0034.7.1
839,R12C12.9b.1,ham-1,6024979.0,6028572,6028985,6029491.0,R12C12.3.1
840,C30B5.4.1,ham-1,6196948.0,6196848,6197231,6197929.0,C30B5.2a.1
841,C29H12.6.1,ham-1,6118263.0,6122497,6123290,6125089.0,C29H12.2.1
842,F40H3.5.1,ham-1,6169256.0,6196848,6197231,6172872.0,F40H3.3.1
843,R12C12.9a.1,ham-1,6024979.0,6028594,6028961,6029491.0,R12C12.3.1
844,B0034.3b.1,ham-1,5948811.0,5957752,5958167,5962001.0,B0034.7.1
845,C30B5.4.1,ham-1,6196948.0,6196855,6197246,6197929.0,C30B5.2a.1
846,R12C12.9b.1,ham-1,6024979.0,6028594,6028961,6029491.0,R12C12.3.1
847,C29H12.6.1,ham-1,6118263.0,6122664,6122912,6125089.0,C29H12.2.1
848,R12C12.9a.1,ham-1,6024979.0,6045919,6046362,6029491.0,R12C12.3.1
849,C30B5.4.1,ham-1,6196948.0,6196909,6197232,6197929.0,C30B5.2a.1
850,B0034.3b.1,ham-1,5948811.0,5963034,5963142,5962001.0,B0034.7.1
851,C29H12.6.1,ham-1,6118263.0,6136748,6137022,6125089.0,C29H12.2.1
852,R12C12.9b.1,ham-1,6024979.0,6045919,6046362,6029491.0,R12C12.3.1
853,C30B5.4.1,ham-1,6196948.0,6248463,6248853,6197929.0,C30B5.2a.1
854,F13H8.8.2,ham-1,6267643.0,6269820,6270217,6273728.0,F13H8.2.1
855,F13H8.8.1,ham-1,6267637.0,6269820,6270217,6273728.0,F13H8.2.1
856,F13H8.8.1,ham-1,6268083.0,6269820,6270217,6273728.0,F13H8.2.1
857,F13H8.8.2,ham-1,6267643.0,6269820,6270211,6273728.0,F13H8.2.1
858,F13H8.8.1,ham-1,6267637.0,6269820,6270211,6273728.0,F13H8.2.1
859,C32D5.3.2,ham-1,6321099.0,6320994,6321316,6321340.0,C32D5.4.1
860,F13H8.8.1,ham-1,6268083.0,6269820,6270211,6273728.0,F13H8.2.1
861,C32D5.3.1,ham-1,6321101.0,6320994,6321316,6321340.0,C32D5.4.1
862,C32D5.3.2,ham-1,6321099.0,6321000,6321313,6321340.0,C32D5.4.1
863,F13H8.8.1,ham-1,6267637.0,6269831,6270209,6273728.0,F13H8.2.1
864,F13H8.8.2,ham-1,6267643.0,6269831,6270209,6273728.0,F13H8.2.1
865,C32D5.3.2,ham-1,6321159.0,6320994,6321316,6321340.0,C32D5.4.1
866,F13H8.8.1,ham-1,6268083.0,6269831,6270209,6273728.0,F13H8.2.1
867,C32D5.3.1,ham-1,6321101.0,6321000,6321313,6321340.0,C32D5.4.1
868,C32D5.8a.1,ham-1,6343705.0,6343731,6344340,6345358.0,C32D5.1.1
869,C32D5.3.2,ham-1,6321099.0,6331224,6331905,6321340.0,C32D5.4.1
870,F13H8.8.1,ham-1,6268083.0,6273946,6274110,6273728.0,F13H8.2.1
871,F13H8.8.2,ham-1,6267643.0,6273946,6274110,6273728.0,F13H8.2.1
872,F13H8.8.1,ham-1,6267637.0,6273946,6274110,6273728.0,F13H8.2.1
873,C32D5.3.1,ham-1,6321101.0,6331224,6331905,6321340.0,C32D5.4.1
874,C32D5.8a.2,ham-1,6343705.0,6343731,6344340,6345358.0,C32D5.1.1
875,C32D5.3.2,ham-1,6321159.0,6321000,6321313,6321340.0,C32D5.4.1
876,C32D5.8a.1,ham-1,6343705.0,6346530,6349359,6345358.0,C32D5.1.1
877,C32D5.8a.2,ham-1,6343705.0,6346530,6349359,6345358.0,C32D5.1.1
878,C32D5.7.1,ham-1,6340048.0,6340867,6341401,6343053.0,C32D5.8a.2
879,C32D5.3.2,ham-1,6321159.0,6331224,6331905,6321340.0,C32D5.4.1
880,C32D5.11.1,ham-1,6355446.0,6355606,6356227,6356416.0,C32D5.12.1
881,C32D5.7.1,ham-1,6340048.0,6343731,6344340,6343053.0,C32D5.8a.2
882,K10B2.4.1,ham-1,6360959.0,6360735,6361144,6361159.0,K10B2.5.1
883,C32D5.11.1,ham-1,6355446.0,6355621,6356240,6356416.0,C32D5.12.1
884,K10B2.4.1,ham-1,6360959.0,6360747,6361150,6361159.0,K10B2.5.1
885,K06A1.5.1,ham-1,6453391.0,6453347,6453746,6456441.0,K06A1.1.1
886,C32D5.11.1,ham-1,6355446.0,6355644,6356031,6356416.0,C32D5.12.1
887,K10B2.4.1,ham-1,6360959.0,6360854,6361130,6361159.0,K10B2.5.1
888,K06A1.5.1,ham-1,6453391.0,6453348,6453738,6456441.0,K06A1.1.1
889,K10B2.4.1,ham-1,6360959.0,6369943,6370687,6361159.0,K10B2.5.1
890,R05G9.3.1,ham-1,6501520.0,6502794,6503033,6509500.0,R05G9R.1.1
891,C32D5.11.1,ham-1,6355446.0,6360735,6361144,6356416.0,C32D5.12.1
892,K06A1.4.1,ham-1,6449792.0,6449438,6450012,6450889.0,K06A1.5.1
893,K06A1.5.1,ham-1,6453391.0,6453382,6453701,6456441.0,K06A1.1.1
894,C56E6.3b.1,ham-1,6519668.0,6519743,6520032,6526006.0,C56E6.2.1
895,K06A1.4.1,ham-1,6449792.0,6449732,6450003,6450889.0,K06A1.5.1
896,R05G9.3.1,ham-1,6501520.0,6502800,6503012,6509500.0,R05G9R.1.1
897,C56E6.3b.2,ham-1,6519670.0,6519743,6520032,6526006.0,C56E6.2.1
898,K06A1.5.1,ham-1,6453391.0,6489708,6490208,6456441.0,K06A1.1.1
899,C56E6.3a.1,ham-1,6519670.0,6519743,6520032,6526006.0,C56E6.2.1
900,R05G9.3.1,ham-1,6501520.0,6519743,6520032,6509500.0,R05G9R.1.1
901,C56E6.3b.2,ham-1,6519670.0,6519756,6520026,6526006.0,C56E6.2.1
902,C56E6.3a.2,ham-1,6519668.0,6519743,6520032,6526006.0,C56E6.2.1
903,C56E6.3b.1,ham-1,6519668.0,6519756,6520026,6526006.0,C56E6.2.1
904,C56E6.3a.1,ham-1,6519670.0,6519756,6520026,6526006.0,C56E6.2.1
905,K06A1.4.1,ham-1,6449792.0,6453347,6453746,6450889.0,K06A1.5.1
906,C56E6.3b.2,ham-1,6519670.0,6535962,6536288,6526006.0,C56E6.2.1
907,T28D9.10a.1,ham-1,6489761.0,6489708,6490208,6490781.0,T28D9.2b.2
908,C56E6.3b.1,ham-1,6519668.0,6535962,6536288,6526006.0,C56E6.2.1
909,C56E6.3a.2,ham-1,6519668.0,6519756,6520026,6526006.0,C56E6.2.1
910,F18C5.4.2,ham-1,6565154.0,6565109,6565374,6565477.0,F18C5.5.1
911,C56E6.3a.1,ham-1,6519670.0,6535962,6536288,6526006.0,C56E6.2.1
912,F18C5.10.1,ham-1,6561444.0,6561334,6561731,6563792.0,F18C5.4.2
913,T28D9.10a.1,ham-1,6489761.0,6489728,6490119,6490781.0,T28D9.2b.2
914,C56E6.5.1,ham-1,6531627.0,6535962,6536288,6540195.0,C56E6.6.1
915,C56E6.3a.2,ham-1,6519668.0,6535962,6536288,6526006.0,C56E6.2.1
916,F18C5.10.1,ham-1,6561444.0,6561373,6562790,6563792.0,F18C5.4.2
917,F18C5.4.2,ham-1,6565154.0,6565110,6565338,6565477.0,F18C5.5.1
918,C56E6.5.1,ham-1,6531627.0,6535976,6536272,6540195.0,C56E6.6.1
919,T28D9.10a.1,ham-1,6489761.0,6489742,6490208,6490781.0,T28D9.2b.2
920,F18C5.10.1,ham-1,6561444.0,6565109,6565374,6563792.0,F18C5.4.2
921,F18C5.4.2,ham-1,6565154.0,6565118,6565370,6565477.0,F18C5.5.1
922,C56E6.5.1,ham-1,6531627.0,6561334,6561731,6540195.0,C56E6.6.1
923,T28D9.10a.1,ham-1,6489761.0,6491718,6492217,6490781.0,T28D9.2b.2
924,C56C10.8.1,ham-1,6588655.0,6588557,6589791,6590763.0,C56C10.3.1
925,C56C10.13a.1,ham-1,6598080.0,6598030,6598310,6598344.0,C56C10.12.1
926,F18C5.4.2,ham-1,6565154.0,6588557,6589791,6565477.0,F18C5.5.1
927,C56C10.8.1,ham-1,6588655.0,6588592,6589789,6590763.0,C56C10.3.1
928,C56C10.13a.1,ham-1,6598080.0,6598046,6598332,6598344.0,C56C10.12.1
929,C56C10.12.1,ham-1,6609365.0,6609399,6609760,6621923.0,F54H5.4b.2
930,C56C10.8.1,ham-1,6588655.0,6588733,6589646,6590763.0,C56C10.3.1
931,C56C10.13a.1,ham-1,6598080.0,6600985,6601384,6598344.0,C56C10.12.1
932,C56C10.12.1,ham-1,6609365.0,6609410,6609842,6621923.0,F54H5.4b.2
933,C56C10.8.1,ham-1,6588655.0,6598030,6598310,6590763.0,C56C10.3.1
934,T19D12.6.1,ham-1,6643117.0,6644400,6644715,6647136.0,T19D12.7.2
935,C56C10.12.1,ham-1,6609365.0,6609490,6609876,6621923.0,F54H5.4b.2
936,T19D12.6.1,ham-1,6643117.0,6644406,6644681,6647136.0,T19D12.7.2
937,C56C10.12.1,ham-1,6609365.0,6610187,6610687,6621923.0,F54H5.4b.2
938,C18H9.7.1,ham-1,6705497.0,6705942,6706170,6710149.0,T14B4.7.1
939,T19D12.6.1,ham-1,6643117.0,6683247,6683312,6647136.0,T19D12.7.2
940,C18H9.7.1,ham-1,6705643.0,6705942,6706170,6710149.0,T14B4.7.1
941,T14B4.7.1,ham-1,6712227.0,6712258,6712640,6715793.0,T14B4.6.1
942,C56C10.12.1,ham-1,6609365.0,6644400,6644715,6621923.0,F54H5.4b.2
943,T14B4.7.1,ham-1,6712051.0,6712258,6712640,6715793.0,T14B4.6.1
944,C18H9.7.1,ham-1,6705497.0,6708943,6709354,6710149.0,T14B4.7.1
945,C18H9.7.2,ham-1,6705499.0,6705942,6706170,6710149.0,T14B4.7.1
946,T14B4.7.1,ham-1,6712227.0,6734664,6735018,6715793.0,T14B4.6.1
947,C18H9.7.1,ham-1,6705643.0,6708943,6709354,6710149.0,T14B4.7.1
948,C18H9.7.1,ham-1,6705497.0,6708962,6709391,6710149.0,T14B4.7.1
949,C18H9.7.2,ham-1,6705499.0,6708943,6709354,6710149.0,T14B4.7.1
950,T14B4.7.1,ham-1,6712051.0,6734664,6735018,6715793.0,T14B4.6.1
951,C18H9.7.1,ham-1,6705497.0,6708997,6709390,6710149.0,T14B4.7.1
952,C18H9.7.1,ham-1,6705643.0,6708962,6709391,6710149.0,T14B4.7.1
953,C18H9.7.2,ham-1,6705499.0,6708962,6709391,6710149.0,T14B4.7.1
954,C18H9.7.1,ham-1,6705497.0,6712258,6712640,6710149.0,T14B4.7.1
955,T14B4.9.1,ham-1,6733818.0,6734664,6735018,6735976.0,T14B4.3.1
956,C18H9.7.2,ham-1,6705499.0,6708997,6709390,6710149.0,T14B4.7.1
957,C18H9.7.1,ham-1,6705643.0,6708997,6709390,6710149.0,T14B4.7.1
958,T14B4.9.1,ham-1,6733818.0,6734667,6735015,6735976.0,T14B4.3.1
959,F31E8.5.1,ham-1,6807262.0,6808420,6808833,6815980.0,F31E8.2a.1
960,C18H9.7.2,ham-1,6705499.0,6712258,6712640,6710149.0,T14B4.7.1
961,F41G3.12.1,ham-1,6775176.0,6776452,6777077,6777834.0,T13C2.4.2
962,C18H9.7.1,ham-1,6705643.0,6712258,6712640,6710149.0,T14B4.7.1
963,F31E8.5.1,ham-1,6807262.0,6808468,6808811,6815980.0,F31E8.2a.1
964,F31E8.4.1,ham-1,6800154.0,6800127,6800676,6804762.0,F31E8.3b.1
965,T14B4.9.1,ham-1,6733818.0,6776452,6777077,6735976.0,T14B4.3.1
966,F41G3.12.1,ham-1,6775176.0,6776466,6777076,6777834.0,T13C2.4.2
967,F31E8.5.1,ham-1,6807262.0,6808468,6808778,6815980.0,F31E8.2a.1
968,F31E8.4.1,ham-1,6800154.0,6808420,6808833,6804762.0,F31E8.3b.1
969,F41G3.12.1,ham-1,6775176.0,6776474,6776985,6777834.0,T13C2.4.2
970,F31E8.5.1,ham-1,6807262.0,6812623,6812697,6815980.0,F31E8.2a.1
971,F41G3.12.1,ham-1,6775176.0,6782519,6783293,6777834.0,T13C2.4.2
972,F31E8.5.1,ham-1,6807262.0,6820346,6821508,6815980.0,F31E8.2a.1
973,C44B7.9.1,ham-1,6887805.0,6887719,6887853,6888553.0,C44B7.10.1
974,B0252.3a.1,ham-1,6904680.0,6909609,6909964,6912540.0,B0252.4b.1
975,B0252.3a.3,ham-1,6905338.0,6909609,6909964,6912540.0,B0252.4b.1
976,B0252.3a.1,ham-1,6905338.0,6909609,6909964,6912540.0,B0252.4b.1
977,B0252.3a.4,ham-1,6904924.0,6909609,6909964,6912540.0,B0252.4b.1
978,B0252.3a.2,ham-1,6904680.0,6909609,6909964,6912540.0,B0252.4b.1
979,B0252.3a.1,ham-1,6904680.0,6913256,6913606,6912540.0,B0252.4b.1
980,C44B7.9.1,ham-1,6887805.0,6887766,6887822,6888553.0,C44B7.10.1
981,B0252.3a.2,ham-1,6907294.0,6909609,6909964,6912540.0,B0252.4b.1
982,B0252.3a.3,ham-1,6907293.0,6909609,6909964,6912540.0,B0252.4b.1
983,B0252.3a.2,ham-1,6904680.0,6913256,6913606,6912540.0,B0252.4b.1
984,B0252.3a.4,ham-1,6904924.0,6913256,6913606,6912540.0,B0252.4b.1
985,B0252.3a.1,ham-1,6905338.0,6913256,6913606,6912540.0,B0252.4b.1
986,B0252.3a.3,ham-1,6905338.0,6913256,6913606,6912540.0,B0252.4b.1
987,B0252.3a.2,ham-1,6905338.0,6909609,6909964,6912540.0,B0252.4b.1
988,B0252.3a.4,ham-1,6907291.0,6909609,6909964,6912540.0,B0252.4b.1
989,B0252.3a.3,ham-1,6907293.0,6913256,6913606,6912540.0,B0252.4b.1
990,B0252.3a.2,ham-1,6907294.0,6913256,6913606,6912540.0,B0252.4b.1
991,B0252.3a.4,ham-1,6905338.0,6909609,6909964,6912540.0,B0252.4b.1
992,B0252.3a.4,ham-1,6907291.0,6913256,6913606,6912540.0,B0252.4b.1
993,B0252.3a.2,ham-1,6905338.0,6913256,6913606,6912540.0,B0252.4b.1
994,B0252.3a.1,ham-1,6907501.0,6909609,6909964,6912540.0,B0252.4b.1
995,C44B7.9.1,ham-1,6887805.0,6889261,6892404,6888553.0,C44B7.10.1
996,B0252.3c.1,ham-1,6907290.0,6909609,6909964,6912540.0,B0252.4b.1
997,B0252.3a.4,ham-1,6905338.0,6913256,6913606,6912540.0,B0252.4b.1
998,B0252.3a.1,ham-1,6907501.0,6913256,6913606,6912540.0,B0252.4b.1
999,B0252.4a.1,ham-1,6913365.0,6913256,6913606,6916911.0,B0252.8.1
1000,B0252.3c.1,ham-1,6907290.0,6913256,6913606,6912540.0,B0252.4b.1
1001,B0252.4b.1,ham-1,6913363.0,6913256,6913606,6916911.0,B0252.8.1
1002,B0252.4a.1,ham-1,6913365.0,6913264,6913601,6916911.0,B0252.8.1
1003,B0252.3a.1,ham-1,6907290.0,6909609,6909964,6912540.0,B0252.4b.1
1004,F22D3.4.1,ham-1,6927603.0,6926104,6927894,6946947.0,F22D3.2j.1
1005,B0252.4a.1,ham-1,6913365.0,6913280,6913596,6916911.0,B0252.8.1
1006,B0252.3a.1,ham-1,6907290.0,6913256,6913606,6912540.0,B0252.4b.1
1007,B0252.4b.1,ham-1,6913363.0,6913264,6913601,6916911.0,B0252.8.1
1008,F22D3.4.1,ham-1,6927603.0,6926109,6927264,6946947.0,F22D3.2j.1
1009,B0252.4a.1,ham-1,6913365.0,6926104,6927894,6916911.0,B0252.8.1
1010,B0252.4b.1,ham-1,6913363.0,6913280,6913596,6916911.0,B0252.8.1
1011,F22D3.4.1,ham-1,6927603.0,6926184,6927176,6946947.0,F22D3.2j.1
1012,B0252.4b.1,ham-1,6913363.0,6926104,6927894,6916911.0,B0252.8.1
1013,F22D3.4.1,ham-1,6927603.0,6928217,6928864,6946947.0,F22D3.2j.1
1014,F22D3.4.1,ham-1,6927603.0,6928219,6928872,6946947.0,F22D3.2j.1
1015,F22D3.6.1,ham-1,6951300.0,6951103,6951908,6954730.0,F22D3.1k.1
1016,F22D3.4.1,ham-1,6927603.0,6928408,6928784,6946947.0,F22D3.2j.1
1017,F22D3.6.1,ham-1,6951300.0,6951165,6951884,6954730.0,F22D3.1k.1
1018,F22D3.4.1,ham-1,6927603.0,6930050,6930341,6946947.0,F22D3.2j.1
1019,F22D3.6.1,ham-1,6951300.0,6951277,6951833,6954730.0,F22D3.1k.1
1020,F22D3.4.1,ham-1,6927603.0,6943532,6944081,6946947.0,F22D3.2j.1
1021,C15F1.7a.1,ham-1,6973887.0,6973352,6974326,6975982.0,C15F1.8.2
1022,F22D3.4.1,ham-1,6927603.0,6943596,6944092,6946947.0,F22D3.2j.1
1023,F22D3.6.1,ham-1,6951300.0,6957503,6957771,6954730.0,F22D3.1k.1
1024,C15F1.7a.1,ham-1,6973887.0,6973563,6974315,6975982.0,C15F1.8.2
1025,F22D3.4.1,ham-1,6927603.0,6951103,6951908,6946947.0,F22D3.2j.1
1026,C15F1.7a.1,ham-1,6973887.0,6975738,6975979,6975982.0,C15F1.8.2
1027,C15F1.7a.1,ham-1,6973887.0,6975739,6975994,6975982.0,C15F1.8.2
1028,ZK1127.9c.3,ham-1,7049826.0,7050110,7050473,7051909.0,ZK1127.5.1
1029,ZK1127.9c.2,ham-1,7049826.0,7050110,7050473,7051909.0,ZK1127.5.1
1030,ZK1127.9c.1,ham-1,7049826.0,7050110,7050473,7051909.0,ZK1127.5.1
1031,ZK1127.9c.2,ham-1,7050071.0,7050110,7050473,7051909.0,ZK1127.5.1
1032,ZK1127.9c.3,ham-1,7049826.0,7050111,7050481,7051909.0,ZK1127.5.1
1033,ZK1127.9c.4,ham-1,7049826.0,7050110,7050473,7051909.0,ZK1127.5.1
1034,ZK1127.9c.4,ham-1,7050071.0,7050110,7050473,7051909.0,ZK1127.5.1
1035,ZK1127.9c.2,ham-1,7049826.0,7050111,7050481,7051909.0,ZK1127.5.1
1036,ZK1127.9c.2,ham-1,7049912.0,7050110,7050473,7051909.0,ZK1127.5.1
1037,ZK1127.9c.1,ham-1,7049826.0,7050111,7050481,7051909.0,ZK1127.5.1
1038,ZK1127.9c.1,ham-1,7049912.0,7050110,7050473,7051909.0,ZK1127.5.1
1039,ZK1127.9c.4,ham-1,7050071.0,7050111,7050481,7051909.0,ZK1127.5.1
1040,ZK1127.9c.2,ham-1,7049912.0,7050111,7050481,7051909.0,ZK1127.5.1
1041,ZK1127.9c.4,ham-1,7049826.0,7050111,7050481,7051909.0,ZK1127.5.1
1042,ZK1127.9c.1,ham-1,7050071.0,7050110,7050473,7051909.0,ZK1127.5.1
1043,ZK1127.9c.2,ham-1,7049826.0,7050163,7050468,7051909.0,ZK1127.5.1
1044,ZK1127.9c.3,ham-1,7049826.0,7050163,7050468,7051909.0,ZK1127.5.1
1045,ZK1127.9c.4,ham-1,7049826.0,7050163,7050468,7051909.0,ZK1127.5.1
1046,ZK1127.9c.3,ham-1,7050071.0,7050110,7050473,7051909.0,ZK1127.5.1
1047,ZK1127.9c.2,ham-1,7049826.0,7057808,7058301,7051909.0,ZK1127.5.1
1048,ZK1127.9c.4,ham-1,7050071.0,7050163,7050468,7051909.0,ZK1127.5.1
1049,ZK1127.9c.2,ham-1,7050071.0,7050111,7050481,7051909.0,ZK1127.5.1
1050,ZK1127.9c.3,ham-1,7049826.0,7057808,7058301,7051909.0,ZK1127.5.1
1051,ZK1127.9c.2,ham-1,7049912.0,7050163,7050468,7051909.0,ZK1127.5.1
1052,ZK1127.9c.2,ham-1,7050071.0,7050163,7050468,7051909.0,ZK1127.5.1
1053,ZK1127.9c.1,ham-1,7049826.0,7050163,7050468,7051909.0,ZK1127.5.1
1054,ZK1127.9c.4,ham-1,7050071.0,7057808,7058301,7051909.0,ZK1127.5.1
1055,ZK1127.9c.4,ham-1,7049826.0,7057808,7058301,7051909.0,ZK1127.5.1
1056,ZK1127.9c.1,ham-1,7049912.0,7050111,7050481,7051909.0,ZK1127.5.1
1057,ZK1127.9c.1,ham-1,7049826.0,7057808,7058301,7051909.0,ZK1127.5.1
1058,ZK1127.9c.3,ham-1,7050071.0,7050111,7050481,7051909.0,ZK1127.5.1
1059,ZK1127.9c.2,ham-1,7050071.0,7057808,7058301,7051909.0,ZK1127.5.1
1060,ZK1127.9c.1,ham-1,7049912.0,7050163,7050468,7051909.0,ZK1127.5.1
1061,T02G5.9b.1,ham-1,7072415.0,7072458,7073449,7075410.0,T02G5.8.1
1062,ZK1127.10.1,ham-1,7057960.0,7057808,7058301,7064722.0,ZK1127.2.1
1063,T02G5.9a.1,ham-1,7072415.0,7072458,7073449,7075410.0,T02G5.8.1
1064,ZK1127.9c.3,ham-1,7050071.0,7050163,7050468,7051909.0,ZK1127.5.1
1065,ZK1127.9c.1,ham-1,7050071.0,7050111,7050481,7051909.0,ZK1127.5.1
1066,T02G5.9a.1,ham-1,7072415.0,7072480,7073407,7075410.0,T02G5.8.1
1067,ZK1127.9c.2,ham-1,7049912.0,7057808,7058301,7051909.0,ZK1127.5.1
1068,T02G5.9b.1,ham-1,7072415.0,7072480,7073407,7075410.0,T02G5.8.1
1069,ZK1127.9c.1,ham-1,7049912.0,7057808,7058301,7051909.0,ZK1127.5.1
1070,ZK1127.9c.1,ham-1,7050071.0,7050163,7050468,7051909.0,ZK1127.5.1
1071,ZK1127.9c.3,ham-1,7050071.0,7057808,7058301,7051909.0,ZK1127.5.1
1072,ZK1127.9c.1,ham-1,7050071.0,7057808,7058301,7051909.0,ZK1127.5.1
1073,ZK1127.10.1,ham-1,7057960.0,7057838,7058291,7064722.0,ZK1127.2.1
1074,T02G5.9a.1,ham-1,7072415.0,7072497,7073057,7075410.0,T02G5.8.1
1075,F10E7.8b.1,ham-1,7105035.0,7104912,7105384,7106258.0,F10E7.7.2
1076,T02G5.9b.1,ham-1,7072415.0,7072497,7073057,7075410.0,T02G5.8.1
1077,F10E7.8a.1,ham-1,7105034.0,7104912,7105384,7106258.0,F10E7.7.2
1078,ZK1127.10.1,ham-1,7057960.0,7059106,7059999,7064722.0,ZK1127.2.1
1079,F10E7.9.1,ham-1,7110056.0,7111604,7111994,7112846.0,F10E7.5.2
1080,F10E7.8b.1,ham-1,7105035.0,7104913,7105379,7106258.0,F10E7.7.2
1081,T02G5.9b.1,ham-1,7072415.0,7084097,7084273,7075410.0,T02G5.8.1
1082,T02G5.9a.1,ham-1,7072415.0,7084097,7084273,7075410.0,T02G5.8.1
1083,F10E7.8a.1,ham-1,7105034.0,7104913,7105379,7106258.0,F10E7.7.2
1084,F10E7.9.1,ham-1,7110056.0,7111604,7112001,7112846.0,F10E7.5.2
1085,F10E7.11.3,ham-1,7121617.0,7123195,7123298,7128927.0,F10E7.1.1
1086,F10E7.8b.1,ham-1,7105035.0,7104958,7105333,7106258.0,F10E7.7.2
1087,F10E7.11.4,ham-1,7121617.0,7123195,7123298,7128927.0,F10E7.1.1
1088,F10E7.11.1,ham-1,7121617.0,7123195,7123298,7128927.0,F10E7.1.1
1089,ZK1127.10.1,ham-1,7057960.0,7060249,7060612,7064722.0,ZK1127.2.1
1090,F10E7.9.1,ham-1,7110056.0,7111635,7111984,7112846.0,F10E7.5.2
1091,F10E7.8a.1,ham-1,7105034.0,7104958,7105333,7106258.0,F10E7.7.2
1092,F10E7.11.3,ham-1,7121617.0,7123196,7123255,7128927.0,F10E7.1.1
1093,F10E7.11.4,ham-1,7121617.0,7123196,7123255,7128927.0,F10E7.1.1
1094,ZK1127.10.1,ham-1,7057960.0,7060314,7060602,7064722.0,ZK1127.2.1
1095,F10E7.11.1,ham-1,7121617.0,7123196,7123255,7128927.0,F10E7.1.1
